OrderNumber,ProductName,Color,Category,Subcategory,ListPrice,Orderdate,Duedate,Shipdate,PromotionName,SalesRegion,OrderQuantity,UnitPrice,SalesAmount,DiscountAmount,TaxAmount,Freight
SO53520,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Germany,3,200.052,600.156,0,48.0125,15.0039
SO53520,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Germany,4,200.052,800.208,0,64.0166,20.0052
SO53520,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Germany,1,200.052,200.052,0,16.0042,5.0013
SO53520,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Germany,2,200.052,400.104,0,32.0083,10.0026
SO53524,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Southeast,1,200.052,200.052,0,16.0042,5.0013
SO53524,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Southeast,4,200.052,800.208,0,64.0166,20.0052
SO53524,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Southeast,2,200.052,400.104,0,32.0083,10.0026
SO53524,"LL Touring Frame - Yellow, 58",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Southeast,1,200.052,200.052,0,16.0042,5.0013
SO53524,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Southeast,2,200.052,400.104,0,32.0083,10.0026
SO53524,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Southeast,2,200.052,400.104,0,32.0083,10.0026
SO53533,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Southwest,2,200.052,400.104,0,32.0083,10.0026
SO53533,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Southwest,2,200.052,400.104,0,32.0083,10.0026
SO53533,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Southwest,1,200.052,200.052,0,16.0042,5.0013
SO53537,"LL Touring Frame - Yellow, 58",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northeast,1,200.052,200.052,0,16.0042,5.0013
SO53537,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northeast,1,200.052,200.052,0,16.0042,5.0013
SO53537,"LL Touring Frame - Blue, 62",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northeast,3,200.052,600.156,0,48.0125,15.0039
SO53541,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Australia,1,200.052,200.052,0,16.0042,5.0013
SO53541,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Australia,1,200.052,200.052,0,16.0042,5.0013
SO53551,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Southeast,3,200.052,600.156,0,48.0125,15.0039
SO53551,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Southeast,1,200.052,200.052,0,16.0042,5.0013
SO53551,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Southeast,4,200.052,800.208,0,64.0166,20.0052
SO53557,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Australia,1,200.052,200.052,0,16.0042,5.0013
SO53557,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Australia,1,200.052,200.052,0,16.0042,5.0013
SO53560,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northeast,2,200.052,400.104,0,32.0083,10.0026
SO53560,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northeast,3,200.052,600.156,0,48.0125,15.0039
SO53560,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northeast,2,200.052,400.104,0,32.0083,10.0026
SO53560,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northeast,3,200.052,600.156,0,48.0125,15.0039
SO53565,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Australia,3,200.052,600.156,0,48.0125,15.0039
SO53565,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Australia,2,200.052,400.104,0,32.0083,10.0026
SO53567,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northeast,2,200.052,400.104,0,32.0083,10.0026
SO53567,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northeast,1,200.052,200.052,0,16.0042,5.0013
SO53567,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northeast,2,200.052,400.104,0,32.0083,10.0026
SO53567,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northeast,1,200.052,200.052,0,16.0042,5.0013
SO53569,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northwest,2,200.052,400.104,0,32.0083,10.0026
SO53569,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO53569,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO53571,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northwest,2,200.052,400.104,0,32.0083,10.0026
SO53571,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO53571,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northwest,5,200.052,1000.26,0,80.0208,25.0065
SO53577,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,United Kingdom,3,200.052,600.156,0,48.0125,15.0039
SO53577,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,United Kingdom,2,200.052,400.104,0,32.0083,10.0026
SO53577,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,United Kingdom,5,200.052,1000.26,0,80.0208,25.0065
SO53590,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Central,1,200.052,200.052,0,16.0042,5.0013
SO53590,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Central,2,200.052,400.104,0,32.0083,10.0026
SO53590,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Central,2,200.052,400.104,0,32.0083,10.0026
SO53590,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Central,1,200.052,200.052,0,16.0042,5.0013
SO53594,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Australia,1,200.052,200.052,0,16.0042,5.0013
SO53594,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Australia,1,200.052,200.052,0,16.0042,5.0013
SO53605,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northwest,8,200.052,1600.416,0,128.0333,40.0104
SO53605,"LL Touring Frame - Yellow, 58",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO53605,"LL Touring Frame - Blue, 44",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO53605,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northwest,2,200.052,400.104,0,32.0083,10.0026
SO53605,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO53610,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Southwest,1,200.052,200.052,0,16.0042,5.0013
SO53615,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Germany,1,200.052,200.052,0,16.0042,5.0013
SO53615,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Germany,3,200.052,600.156,0,48.0125,15.0039
SO53615,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Germany,1,200.052,200.052,0,16.0042,5.0013
SO53615,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Germany,1,200.052,200.052,0,16.0042,5.0013
SO53618,"LL Touring Frame - Yellow, 58",Yellow,Components,Touring Frames,333.42,2/28/2013,3/12/2013,3/7/2013,No Discount,Southeast,2,200.052,400.104,0,32.0083,10.0026
SO55254,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Germany,2,200.052,400.104,0,32.0083,10.0026
SO55254,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Germany,2,200.052,400.104,0,32.0083,10.0026
SO55254,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Germany,1,200.052,200.052,0,16.0042,5.0013
SO55276,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Southwest,4,200.052,800.208,0,64.0166,20.0052
SO55276,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Southwest,3,200.052,600.156,0,48.0125,15.0039
SO55276,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Southwest,5,200.052,1000.26,0,80.0208,25.0065
SO55276,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Southwest,1,200.052,200.052,0,16.0042,5.0013
SO55282,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Southwest,4,200.052,800.208,0,64.0166,20.0052
SO55282,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Southwest,6,200.052,1200.312,0,96.025,30.0078
SO55282,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Southwest,2,200.052,400.104,0,32.0083,10.0026
SO55282,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Southwest,6,200.052,1200.312,0,96.025,30.0078
SO55282,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Southwest,3,200.052,600.156,0,48.0125,15.0039
SO55291,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Northwest,2,200.052,400.104,0,32.0083,10.0026
SO55291,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO55298,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Southwest,5,200.052,1000.26,0,80.0208,25.0065
SO55309,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Germany,2,200.052,400.104,0,32.0083,10.0026
SO55309,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Germany,4,200.052,800.208,0,64.0166,20.0052
SO55309,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Germany,2,200.052,400.104,0,32.0083,10.0026
SO55325,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO55325,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Northwest,2,200.052,400.104,0,32.0083,10.0026
SO55325,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,3/30/2013,4/11/2013,4/6/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO57012,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,2,200.052,400.104,0,32.0083,10.0026
SO57012,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,7,200.052,1400.364,0,112.0291,35.0091
SO57012,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,3,200.052,600.156,0,48.0125,15.0039
SO57012,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,4,200.052,800.208,0,64.0166,20.0052
SO57012,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,4,200.052,800.208,0,64.0166,20.0052
SO57041,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,1,200.052,200.052,0,16.0042,5.0013
SO57041,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,3,200.052,600.156,0,48.0125,15.0039
SO57041,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,1,200.052,200.052,0,16.0042,5.0013
SO57041,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,2,200.052,400.104,0,32.0083,10.0026
SO57041,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,1,200.052,200.052,0,16.0042,5.0013
SO57045,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO57045,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,2,200.052,400.104,0,32.0083,10.0026
SO57045,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,2,200.052,400.104,0,32.0083,10.0026
SO57045,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO57054,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,France,3,200.052,600.156,0,48.0125,15.0039
SO57054,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,France,3,200.052,600.156,0,48.0125,15.0039
SO57054,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,France,1,200.052,200.052,0,16.0042,5.0013
SO57054,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,France,1,200.052,200.052,0,16.0042,5.0013
SO57054,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,France,2,200.052,400.104,0,32.0083,10.0026
SO57074,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Southeast,5,200.052,1000.26,0,80.0208,25.0065
SO57074,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Southeast,1,200.052,200.052,0,16.0042,5.0013
SO57074,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Southeast,2,200.052,400.104,0,32.0083,10.0026
SO57074,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Southeast,1,200.052,200.052,0,16.0042,5.0013
SO57075,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Australia,1,200.052,200.052,0,16.0042,5.0013
SO57075,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Australia,1,200.052,200.052,0,16.0042,5.0013
SO57099,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,3,200.052,600.156,0,48.0125,15.0039
SO57099,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,4,200.052,800.208,0,64.0166,20.0052
SO57099,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,2,200.052,400.104,0,32.0083,10.0026
SO57127,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Australia,1,200.052,200.052,0,16.0042,5.0013
SO57127,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Australia,2,200.052,400.104,0,32.0083,10.0026
SO57127,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Australia,1,200.052,200.052,0,16.0042,5.0013
SO57130,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,2,200.052,400.104,0,32.0083,10.0026
SO57130,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO57130,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO57132,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,2,200.052,400.104,0,32.0083,10.0026
SO57132,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,2,200.052,400.104,0,32.0083,10.0026
SO57132,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,1,200.052,200.052,0,16.0042,5.0013
SO57143,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,France,6,200.052,1200.312,0,96.025,30.0078
SO57143,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,France,3,200.052,600.156,0,48.0125,15.0039
SO57143,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,France,5,200.052,1000.26,0,80.0208,25.0065
SO57143,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,France,1,200.052,200.052,0,16.0042,5.0013
SO57180,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,United Kingdom,3,200.052,600.156,0,48.0125,15.0039
SO57180,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,United Kingdom,1,200.052,200.052,0,16.0042,5.0013
SO57180,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,United Kingdom,6,200.052,1200.312,0,96.025,30.0078
SO57180,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,United Kingdom,2,200.052,400.104,0,32.0083,10.0026
SO57180,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,4/30/2013,5/12/2013,5/7/2013,No Discount,United Kingdom,7,200.052,1400.364,0,112.0291,35.0091
SO58908,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,United Kingdom,7,200.052,1400.364,0,112.0291,35.0091
SO58908,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,United Kingdom,2,200.052,400.104,0,32.0083,10.0026
SO58908,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,United Kingdom,6,200.052,1200.312,0,96.025,30.0078
SO58908,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,United Kingdom,3,200.052,600.156,0,48.0125,15.0039
SO58908,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,United Kingdom,4,200.052,800.208,0,64.0166,20.0052
SO58919,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,1,200.052,200.052,0,16.0042,5.0013
SO58919,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,1,200.052,200.052,0,16.0042,5.0013
SO58919,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,2,200.052,400.104,0,32.0083,10.0026
SO58946,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,2,200.052,400.104,0,32.0083,10.0026
SO58946,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,2,200.052,400.104,0,32.0083,10.0026
SO58946,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
SO58971,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Southeast,1,200.052,200.052,0,16.0042,5.0013
SO58971,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Southeast,4,200.052,800.208,0,64.0166,20.0052
SO58971,"LL Touring Frame - Yellow, 62",Yellow,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Southeast,1,200.052,200.052,0,16.0042,5.0013
SO58971,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Southeast,4,200.052,800.208,0,64.0166,20.0052
SO59031,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,2,200.052,400.104,0,32.0083,10.0026
SO59031,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,3,200.052,600.156,0,48.0125,15.0039
SO59040,"LL Touring Frame - Yellow, 50",Yellow,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Central,3,200.052,600.156,0,48.0125,15.0039
SO59040,"LL Touring Frame - Yellow, 44",Yellow,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Central,2,200.052,400.104,0,32.0083,10.0026
SO59059,"LL Touring Frame - Blue, 50",Blue,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,5,200.052,1000.26,0,80.0208,25.0065
SO59059,"LL Touring Frame - Blue, 54",Blue,Components,Touring Frames,333.42,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,1,200.052,200.052,0,16.0042,5.0013
